wweaicatnumfood,wweaicatdescfood,parentfoodcode,parentfooddesc,ffbin1,ffcont1,ffcont1fdd,ffbin9,ffcont9,ffcont9fdd,ingseq,ingcode,ingdesc,ingretcode,ingfoodprop,ingfermscore,fibin1,fibin9,fddfermweight,foodcodesource,fooddescsource,manualmatch,fddfermweight_avg,_merge,fermpropfddweight,lmcat
3004,Poultry mixed dishes,27343410,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",1,0,0,1,0,0,11,4063,"Oil, olive, extra virgin",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343410,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",1,0,0,1,0,0,3,5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343410,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",1,0,0,1,0,0,13,100262,"Oil, sunflower",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1,0,0,1,0,0,12,100258,"Oil, olive, extra light",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1,0,0,1,0,0,5,20110,"Noodles, egg, enriched, cooked",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1,0,0,1,0,0,10,4582,"Oil, canola",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1,0,0,1,0,0,9,4518,"Oil, corn",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1,0,0,1,0,0,2,5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1,0,0,1,0,0,7,11061,"Beans, snap, green, frozen, cooked, boiled, drained without salt",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1,0,0,1,0,0,3,5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1,0,0,1,0,0,6,11179,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1,0,0,1,0,0,4,6119,"Gravy, chicken, canned or bottled, ready-to-serve",0,0,2,1,1,0,28500000,"Gravy, poultry",Master only (1),0,Matched (3),0,1
3004,Poultry mixed dishes,27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1,0,0,1,0,0,11,4063,"Oil, olive, extra virgin",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1,0,0,1,0,0,1,5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1,0,0,1,0,0,14,2047,"Salt, table",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1,0,0,1,0,0,8,4044,"Oil, soybean",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1,0,0,1,0,0,13,100262,"Oil, sunflower",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,15,4063,"Oil, olive, extra virgin",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,5,1077,"Milk, whole, 3.25% milkfat, with added vitamin D",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,1,5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,9,20110,"Noodles, egg, enriched, cooked",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,16,100258,"Oil, olive, extra light",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,13,4518,"Oil, corn",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,10,11131,"Carrots, frozen, cooked, boiled, drained, without salt",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,8,1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,18,2047,"Salt, table",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,12,4044,"Oil, soybean",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,2,5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,4,6043,"Soup, cream of mushroom, canned, condensed",0,0,2,1,1,0,75607060,"Soup, cream of mushroom",Matched (3),0,Matched (3),0,1
3004,Poultry mixed dishes,27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,11,11093,"Broccoli, frozen, chopped, cooked, boiled, drained, without salt",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,14,4582,"Oil, canola",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,7,1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,17,100262,"Oil, sunflower",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,3,5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,6,1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,17,100262,"Oil, sunflower",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,12,4044,"Oil, soybean",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,8,1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,15,4063,"Oil, olive, extra virgin",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,9,20110,"Noodles, egg, enriched, cooked",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,6,1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,2,5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,16,100258,"Oil, olive, extra light",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,13,4518,"Oil, corn",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,1,5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,11,11061,"Beans, snap, green, frozen, cooked, boiled, drained without salt",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,18,2047,"Salt, table",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,14,4582,"Oil, canola",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,10,11179,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,7,1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,3,5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,5,1077,"Milk, whole, 3.25% milkfat, with added vitamin D",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,0,0,1,0,0,4,6043,"Soup, cream of mushroom, canned, condensed",0,0,2,1,1,0,75607060,"Soup, cream of mushroom",Matched (3),0,Matched (3),0,1
3004,Poultry mixed dishes,27343510,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",0,0,0,0,0,0,13,100262,"Oil, sunflower",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343510,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",0,0,0,0,0,0,11,4063,"Oil, olive, extra virgin",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343510,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",0,0,0,0,0,0,2,5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343510,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",0,0,0,0,0,0,3,5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343510,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",0,0,0,0,0,0,6,11131,"Carrots, frozen, cooked, boiled, drained, without salt",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343510,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",0,0,0,0,0,0,12,100258,"Oil, olive, extra light",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343510,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",0,0,0,0,0,0,7,11093,"Broccoli, frozen, chopped, cooked, boiled, drained, without salt",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343510,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",0,0,0,0,0,0,5,20110,"Noodles, egg, enriched, cooked",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343510,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",0,0,0,0,0,0,9,4518,"Oil, corn",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343510,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",0,0,0,0,0,0,4,11549,"Tomato products, canned, sauce",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343510,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",0,0,0,0,0,0,10,4582,"Oil, canola",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343510,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",0,0,0,0,0,0,14,2047,"Salt, table",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343510,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",0,0,0,0,0,0,8,4044,"Oil, soybean",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343510,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",0,0,0,0,0,0,1,5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343520,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",0,0,0,0,0,0,4,11549,"Tomato products, canned, sauce",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343520,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",0,0,0,0,0,0,12,100258,"Oil, olive, extra light",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343520,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",0,0,0,0,0,0,13,100262,"Oil, sunflower",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343520,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",0,0,0,0,0,0,5,20110,"Noodles, egg, enriched, cooked",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343520,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",0,0,0,0,0,0,11,4063,"Oil, olive, extra virgin",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343520,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",0,0,0,0,0,0,2,5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343520,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",0,0,0,0,0,0,1,5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343520,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",0,0,0,0,0,0,3,5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343520,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",0,0,0,0,0,0,7,11061,"Beans, snap, green, frozen, cooked, boiled, drained without salt",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343520,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",0,0,0,0,0,0,8,4044,"Oil, soybean",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343520,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",0,0,0,0,0,0,6,11179,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343520,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",0,0,0,0,0,0,10,4582,"Oil, canola",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343520,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",0,0,0,0,0,0,14,2047,"Salt, table",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343520,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",0,0,0,0,0,0,9,4518,"Oil, corn",0,0,0,0,0,0,,,,,Master only (1),0,1
3402,Fried rice and lo/chow mein,27343910,Chicken or turkey chow mein or chop suey with noodles,1,1,0,1,1,0,3,5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3402,Fried rice and lo/chow mein,27343910,Chicken or turkey chow mein or chop suey with noodles,1,1,0,1,1,0,2,5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3402,Fried rice and lo/chow mein,27343910,Chicken or turkey chow mein or chop suey with noodles,1,1,0,1,1,0,1,5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3402,Fried rice and lo/chow mein,27343910,Chicken or turkey chow mein or chop suey with noodles,1,1,0,1,1,0,5,36624,"Restaurant, Chinese, vegetable chow mein, without meat or noodles",0,1,2,1,1,2,75439500,"Chow mein or chop suey, meatless, no noodles",Master only (1),2,Matched (3),0,1
3402,Fried rice and lo/chow mein,27343910,Chicken or turkey chow mein or chop suey with noodles,1,1,0,1,1,0,4,20113,"Noodles, chinese, chow mein",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343950,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",1,0,0,1,0,0,3,5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343950,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",1,0,0,1,0,0,1,5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343950,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",1,0,0,1,0,0,5,20110,"Noodles, egg, enriched, cooked",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343950,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",1,0,0,1,0,0,4,1164,"Cheese sauce, prepared from recipe",0,0,2,1,1,9,14650100,Cheese sauce,Matched (3),9,Matched (3),0,1
3004,Poultry mixed dishes,27343950,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",1,0,0,1,0,0,7,11093,"Broccoli, frozen, chopped, cooked, boiled, drained, without salt",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343950,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",1,0,0,1,0,0,6,11131,"Carrots, frozen, cooked, boiled, drained, without salt",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343950,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",1,0,0,1,0,0,2,5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343950,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",1,0,0,1,0,0,8,2047,"Salt, table",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343960,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",1,0,0,1,0,0,3,5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343960,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",1,0,0,1,0,0,5,20110,"Noodles, egg, enriched, cooked",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343960,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",1,0,0,1,0,0,4,1164,"Cheese sauce, prepared from recipe",0,0,2,1,1,9,14650100,Cheese sauce,Matched (3),9,Matched (3),0,1
3004,Poultry mixed dishes,27343960,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",1,0,0,1,0,0,1,5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343960,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",1,0,0,1,0,0,7,11061,"Beans, snap, green, frozen, cooked, boiled, drained without salt",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343960,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",1,0,0,1,0,0,8,2047,"Salt, table",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343960,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",1,0,0,1,0,0,2,5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27343960,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",1,0,0,1,0,0,6,11179,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",0,0,0,0,0,0,,,,,Master only (1),0,1
3004,Poultry mixed dishes,27345010,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",0,0,0,0,0,0,4,4044,"Oil, soybean",0,0,0,0,0,0,,,,,Master only (1),0,1
